,City,Date,PM2.5,PM10,O3,NO2,CO,SO2,AQI
0,Ahmedabad,01-01-2015,67.45057794890306,118.12710293078135,133.36,18.22,0.92,27.64,166.4635814889336
1,Ahmedabad,02-01-2015,67.45057794890306,118.12710293078135,34.06,15.69,0.97,24.55,166.4635814889336
2,Ahmedabad,03-01-2015,67.45057794890306,118.12710293078135,30.7,19.3,17.4,29.07,166.4635814889336
3,Ahmedabad,04-01-2015,67.45057794890306,118.12710293078135,36.08,18.48,1.7,18.59,166.4635814889336
4,Ahmedabad,05-01-2015,67.45057794890306,118.12710293078135,39.31,21.42,22.1,39.33,166.4635814889336
5,Ahmedabad,06-01-2015,67.45057794890306,118.12710293078135,46.51,38.48,45.41,45.76,166.4635814889336
6,Ahmedabad,07-01-2015,67.45057794890306,118.12710293078135,33.47,40.62,112.16,32.28,166.4635814889336
7,Ahmedabad,08-01-2015,67.45057794890306,118.12710293078135,31.89,36.74,80.87,38.54,166.4635814889336
8,Ahmedabad,09-01-2015,67.45057794890306,118.12710293078135,25.75,31.0,29.16,58.68,166.4635814889336
9,Ahmedabad,10-01-2015,67.45057794890306,118.12710293078135,4.55,7.04,2.2485982090856145,8.29,166.4635814889336
10,Ahmedabad,11-01-2015,67.45057794890306,118.12710293078135,6.79,55.8,132.07,25.03,166.4635814889336
11,Ahmedabad,12-01-2015,67.45057794890306,118.12710293078135,45.89,40.67,52.04,51.84,166.4635814889336
12,Ahmedabad,13-01-2015,67.45057794890306,118.12710293078135,35.16,44.2,48.82,68.21,166.4635814889336
13,Ahmedabad,14-01-2015,67.45057794890306,118.12710293078135,20.96,27.86,19.2,52.65,166.4635814889336
14,Ahmedabad,15-01-2015,67.45057794890306,118.12710293078135,47.63,16.96,0.6,28.89,166.4635814889336
15,Ahmedabad,16-01-2015,67.45057794890306,118.12710293078135,46.03,21.72,1.63,38.27,166.4635814889336
16,Ahmedabad,17-01-2015,67.45057794890306,118.12710293078135,52.24,24.73,11.44,49.5,166.4635814889336
17,Ahmedabad,18-01-2015,67.45057794890306,118.12710293078135,53.49,25.77,6.1,48.43,166.4635814889336
18,Ahmedabad,19-01-2015,67.45057794890306,118.12710293078135,49.48,26.88,2.51,50.03,166.4635814889336
19,Ahmedabad,20-01-2015,67.45057794890306,118.12710293078135,56.37,26.8,7.92,58.87,166.4635814889336
20,Ahmedabad,21-01-2015,67.45057794890306,118.12710293078135,48.75,33.56,9.52,106.93,166.4635814889336
21,Ahmedabad,22-01-2015,67.45057794890306,118.12710293078135,42.22,17.51,9.05,23.71,166.4635814889336
22,Ahmedabad,23-01-2015,67.45057794890306,118.12710293078135,32.92,27.96,22.53,39.19,166.4635814889336
23,Ahmedabad,24-01-2015,67.45057794890306,118.12710293078135,32.49,20.39,2.03,40.07,166.4635814889336
24,Ahmedabad,25-01-2015,67.45057794890306,118.12710293078135,39.26,20.43,1.42,58.41,166.4635814889336
25,Ahmedabad,26-01-2015,67.45057794890306,118.12710293078135,39.83,21.16,2.27,43.73,166.4635814889336
26,Ahmedabad,27-01-2015,67.45057794890306,118.12710293078135,41.1,21.7,2.19,43.28,166.4635814889336
27,Ahmedabad,28-01-2015,73.24,118.12710293078135,62.42,21.11,5.72,36.52,166.4635814889336
28,Ahmedabad,29-01-2015,83.13,118.12710293078135,59.76,28.71,6.93,49.52,209.0
29,Ahmedabad,30-01-2015,79.84,118.12710293078135,97.07,28.68,13.85,48.49,328.0
30,Ahmedabad,31-01-2015,94.52,118.12710293078135,111.33,32.66,24.39,67.39,514.0
31,Ahmedabad,01-02-2015,135.99,118.12710293078135,102.7,42.08,43.48,75.23,782.0
32,Ahmedabad,02-02-2015,178.33,118.12710293078135,107.38,35.31,54.56,55.04,914.0
33,Ahmedabad,03-02-2015,139.7,118.12710293078135,73.6,28.4,30.61,33.79,660.0
34,Ahmedabad,04-02-2015,80.65,118.12710293078135,47.3,22.83,2.37,25.73,294.0
35,Ahmedabad,05-02-2015,58.36,118.12710293078135,53.54,21.39,2.6,32.66,149.0
36,Ahmedabad,06-02-2015,79.29,118.12710293078135,59.3,26.94,1.16,67.41,190.0
37,Ahmedabad,07-02-2015,88.7,118.12710293078135,44.76,31.32,7.29,80.09,247.0
38,Ahmedabad,08-02-2015,74.28,118.12710293078135,47.42,27.3,8.92,54.28,379.0
39,Ahmedabad,09-02-2015,113.93,118.12710293078135,39.94,24.27,4.32,48.73,341.0
40,Ahmedabad,10-02-2015,105.39,118.12710293078135,56.15,18.21,1.41,35.91,256.0
41,Ahmedabad,11-02-2015,66.52,118.12710293078135,53.14,23.8,6.34,66.58,388.0
42,Ahmedabad,12-02-2015,65.04,118.12710293078135,31.88,30.1,14.19,65.91,288.0
43,Ahmedabad,13-02-2015,103.36,118.12710293078135,40.11,39.56,18.18,80.43,510.0
44,Ahmedabad,14-02-2015,177.33,118.12710293078135,36.47,47.58,37.49,99.72,761.0
45,Ahmedabad,15-02-2015,113.25,118.12710293078135,33.78,30.5,15.55,69.71,475.0
46,Ahmedabad,16-02-2015,99.7,118.12710293078135,30.57,28.1,19.85,73.23,536.0
47,Ahmedabad,17-02-2015,80.61,118.12710293078135,36.2,21.04,15.96,54.7,479.0
48,Ahmedabad,18-02-2015,100.79,118.12710293078135,37.43,25.93,16.24,43.11,592.0
49,Ahmedabad,19-02-2015,107.99,118.12710293078135,31.94,30.09,11.25,84.86,427.0
50,Ahmedabad,20-02-2015,140.29,118.12710293078135,40.98,36.14,33.84,101.53,588.0
51,Ahmedabad,21-02-2015,239.96,118.12710293078135,33.55,46.25,61.95,84.87,1141.0
52,Ahmedabad,22-02-2015,142.96,118.12710293078135,34.77,48.21,45.45,62.96,669.0
53,Ahmedabad,23-02-2015,238.41,118.12710293078135,37.3,55.07,77.7,89.07,1247.0
54,Ahmedabad,24-02-2015,118.72,118.12710293078135,38.8,32.01,12.56,61.54,411.0
55,Ahmedabad,25-02-2015,52.99,118.12710293078135,67.25,10.45,2.23,32.76,292.0
56,Ahmedabad,26-02-2015,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,2.2485982090856145,14.53197725590996,166.4635814889336
57,Ahmedabad,27-02-2015,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,2.2485982090856145,14.53197725590996,166.4635814889336
58,Ahmedabad,28-02-2015,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,2.2485982090856145,14.53197725590996,166.4635814889336
59,Ahmedabad,01-03-2015,61.12,118.12710293078135,30.48,16.81,3.58,28.44,166.4635814889336
60,Ahmedabad,02-03-2015,60.78,118.12710293078135,34.75,18.21,9.07,29.48,189.0
61,Ahmedabad,03-03-2015,91.83,118.12710293078135,38.46,28.71,12.99,39.71,408.0
62,Ahmedabad,04-03-2015,93.88,118.12710293078135,46.79,29.38,18.21,62.75,383.0
63,Ahmedabad,05-03-2015,173.01,118.12710293078135,59.39,42.27,48.44,78.76,780.0
64,Ahmedabad,06-03-2015,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,2.2485982090856145,14.53197725590996,166.4635814889336
65,Ahmedabad,07-03-2015,105.45,118.12710293078135,69.9,16.1,2.5,29.29,166.4635814889336
66,Ahmedabad,08-03-2015,71.56,118.12710293078135,57.16,16.83,3.51,30.28,190.0
67,Ahmedabad,09-03-2015,119.8,118.12710293078135,50.49,24.07,4.13,50.35,233.0
68,Ahmedabad,10-03-2015,106.71,118.12710293078135,60.17,25.59,5.39,38.85,297.0
69,Ahmedabad,11-03-2015,118.49,118.12710293078135,53.61,28.94,4.11,54.2,330.0
70,Ahmedabad,12-03-2015,106.01,118.12710293078135,40.91,27.31,4.28,70.29,252.0
71,Ahmedabad,13-03-2015,97.34,118.12710293078135,45.69,21.58,3.67,64.39,244.0
72,Ahmedabad,14-03-2015,83.92,118.12710293078135,34.94,25.03,6.42,67.53,234.0
73,Ahmedabad,15-03-2015,49.51,118.12710293078135,37.95,14.16,3.1,48.33,219.0
74,Ahmedabad,16-03-2015,30.76,118.12710293078135,54.78,14.14,2.72,43.62,118.0
75,Ahmedabad,17-03-2015,50.29,118.12710293078135,45.44,29.84,5.34,59.23,231.0
76,Ahmedabad,18-03-2015,57.69,118.12710293078135,52.87,29.48,25.36,58.33,286.0
77,Ahmedabad,19-03-2015,105.06,118.12710293078135,45.65,37.05,46.24,53.62,883.0
78,Ahmedabad,20-03-2015,94.1,118.12710293078135,46.77,36.53,22.14,61.31,720.0
79,Ahmedabad,21-03-2015,111.89,118.12710293078135,50.57,43.29,22.25,66.44,570.0
80,Ahmedabad,22-03-2015,108.59,118.12710293078135,46.68,39.34,25.38,75.8,589.0
81,Ahmedabad,23-03-2015,130.76,118.12710293078135,41.58,41.03,45.61,65.77,818.0
82,Ahmedabad,24-03-2015,143.55,118.12710293078135,35.38,31.15,27.3,50.98,737.0
83,Ahmedabad,25-03-2015,165.07,118.12710293078135,43.79,34.48,23.83,64.32,585.0
84,Ahmedabad,26-03-2015,166.85,118.12710293078135,53.44,43.3,17.93,79.71,616.0
85,Ahmedabad,27-03-2015,147.38,118.12710293078135,17.94,35.82,6.4,46.89,437.0
86,Ahmedabad,28-03-2015,158.25,118.12710293078135,38.54,27.89,5.86,142.36,321.0
87,Ahmedabad,29-03-2015,237.76,118.12710293078135,39.77,21.8,4.99,96.28,372.0
88,Ahmedabad,30-03-2015,133.37,118.12710293078135,39.66,17.99,3.88,57.34,339.0
89,Ahmedabad,31-03-2015,133.3,118.12710293078135,59.03,20.0,6.52,51.58,339.0
90,Ahmedabad,01-04-2015,96.04,118.12710293078135,46.61,20.07,3.8,62.42,324.0
91,Ahmedabad,02-04-2015,77.69,118.12710293078135,27.14,18.87,5.24,100.48,222.0
92,Ahmedabad,03-04-2015,53.07,118.12710293078135,21.76,13.82,4.17,40.36,169.0
93,Ahmedabad,04-04-2015,63.11,118.12710293078135,4.72,15.5,5.63,38.21,220.0
94,Ahmedabad,05-04-2015,156.76,118.12710293078135,37.11,16.7,3.92,26.32,166.4635814889336
95,Ahmedabad,06-04-2015,120.96,118.12710293078135,35.66,20.86,4.23,35.54,303.0
96,Ahmedabad,07-04-2015,138.63,118.12710293078135,29.77,25.47,5.65,87.43,314.0
97,Ahmedabad,08-04-2015,144.36,118.12710293078135,27.34,30.69,15.82,66.39,378.0
98,Ahmedabad,09-04-2015,85.03,118.12710293078135,35.89,26.7,3.3,59.16,415.0
99,Ahmedabad,10-04-2015,134.6,118.12710293078135,7.0,26.27,5.9,34.53,166.4635814889336
100,Ahmedabad,11-04-2015,61.06,118.12710293078135,19.54,14.03,3.52,8.08,126.0
101,Ahmedabad,12-04-2015,39.42,118.12710293078135,31.3,19.56,5.28,17.66,175.0
102,Ahmedabad,13-04-2015,111.86,118.12710293078135,31.23,22.51,3.89,15.84,226.0
103,Ahmedabad,14-04-2015,58.37,118.12710293078135,43.92,21.71,5.74,25.9,244.0
104,Ahmedabad,15-04-2015,95.37,118.12710293078135,41.64,26.23,18.01,13.59,315.0
105,Ahmedabad,16-04-2015,141.3,118.12710293078135,37.66,36.88,30.8,41.06,678.0
106,Ahmedabad,17-04-2015,106.68,118.12710293078135,48.49,46.38,19.91,31.56,774.0
107,Ahmedabad,18-04-2015,109.48,118.12710293078135,31.34,20.27,4.3,46.6,285.0
108,Ahmedabad,19-04-2015,126.04,118.12710293078135,28.71,20.18,6.99,79.56,321.0
109,Ahmedabad,20-04-2015,71.22,118.12710293078135,28.39,21.32,16.73,50.09,358.0
110,Ahmedabad,21-04-2015,97.87,118.12710293078135,34.16,17.96,6.3,13.85,357.0
111,Ahmedabad,22-04-2015,63.38,118.12710293078135,43.62,13.28,3.44,24.79,189.0
112,Ahmedabad,23-04-2015,75.29,118.12710293078135,60.71,14.29,3.35,76.05,166.4635814889336
113,Ahmedabad,24-04-2015,80.9,118.12710293078135,22.8,18.62,5.7,65.44,214.0
114,Ahmedabad,25-04-2015,103.29,118.12710293078135,22.18,19.82,4.55,85.42,253.0
115,Ahmedabad,26-04-2015,107.5,118.12710293078135,10.12,15.56,5.29,74.37,239.0
116,Ahmedabad,27-04-2015,161.14,118.12710293078135,59.73,14.77,3.11,118.35,166.4635814889336
117,Ahmedabad,28-04-2015,102.58,118.12710293078135,26.89,12.74,3.88,41.94,166.4635814889336
118,Ahmedabad,29-04-2015,138.42,118.12710293078135,27.18,16.7,5.05,77.74,300.0
119,Ahmedabad,30-04-2015,129.04,118.12710293078135,18.67,14.86,5.69,78.27,317.0
120,Ahmedabad,01-05-2015,96.65,118.12710293078135,11.83,15.9,4.67,39.41,240.0
121,Ahmedabad,02-05-2015,126.77,118.12710293078135,36.71,23.93,15.69,93.18,344.0
122,Ahmedabad,03-05-2015,106.15,118.12710293078135,81.6,23.02,13.12,65.95,503.0
123,Ahmedabad,04-05-2015,86.31,118.12710293078135,90.54,10.5,2.69,50.13,308.0
124,Ahmedabad,05-05-2015,83.99,118.12710293078135,69.57,0.08,2.73,34.06,227.0
125,Ahmedabad,06-05-2015,65.11,118.12710293078135,32.26,4.58,3.14,22.27,120.0
126,Ahmedabad,07-05-2015,51.03,118.12710293078135,31.44,20.47,6.24,15.5,158.0
127,Ahmedabad,08-05-2015,38.73,118.12710293078135,25.7,19.28,8.0,20.13,177.0
128,Ahmedabad,09-05-2015,61.12,118.12710293078135,25.9,17.82,9.94,39.69,201.0
129,Ahmedabad,10-05-2015,58.44,118.12710293078135,18.89,17.24,10.68,54.69,211.0
130,Ahmedabad,11-05-2015,61.49,118.12710293078135,18.2,16.69,11.44,42.66,221.0
131,Ahmedabad,12-05-2015,65.39,118.12710293078135,22.35,16.08,12.3,27.96,233.0
132,Ahmedabad,13-05-2015,100.92,118.12710293078135,22.84,18.9,20.42,31.9,481.0
133,Ahmedabad,14-05-2015,97.48,118.12710293078135,16.26,30.02,5.31,36.05,352.0
134,Ahmedabad,15-05-2015,129.27,118.12710293078135,25.4,28.33,14.28,70.13,327.0
135,Ahmedabad,16-05-2015,129.58,118.12710293078135,34.42,28.79,21.23,17.66,577.0
136,Ahmedabad,17-05-2015,100.57,118.12710293078135,38.83,18.79,7.56,38.76,411.0
137,Ahmedabad,18-05-2015,130.34,118.12710293078135,29.05,17.43,7.14,52.07,212.0
138,Ahmedabad,19-05-2015,53.24,118.12710293078135,21.58,15.86,8.05,36.23,280.0
139,Ahmedabad,20-05-2015,42.0,118.12710293078135,25.5,18.16,10.44,17.0,162.0
140,Ahmedabad,21-05-2015,50.1,118.12710293078135,12.91,14.9,9.46,30.67,166.4635814889336
141,Ahmedabad,22-05-2015,83.69,118.12710293078135,35.61,17.18,10.89,41.12,569.0
142,Ahmedabad,23-05-2015,38.88,118.12710293078135,12.47,16.28,2.18,26.4,128.0
143,Ahmedabad,24-05-2015,46.89,118.12710293078135,10.74,16.17,2.96,41.96,129.0
144,Ahmedabad,25-05-2015,70.96,118.12710293078135,16.01,15.47,4.12,23.67,152.0
145,Ahmedabad,26-05-2015,53.66,118.12710293078135,45.64,14.43,4.23,14.46,176.0
146,Ahmedabad,27-05-2015,45.49,118.12710293078135,71.85,13.73,4.26,12.85,167.0
147,Ahmedabad,28-05-2015,60.86,118.12710293078135,41.19,16.61,5.27,14.91,106.0
148,Ahmedabad,29-05-2015,51.93,118.12710293078135,12.88,17.87,13.71,15.33,231.0
149,Ahmedabad,30-05-2015,77.87,118.12710293078135,16.67,17.12,6.67,46.82,327.0
150,Ahmedabad,31-05-2015,57.59,118.12710293078135,25.51,15.47,5.6,41.68,174.0
151,Ahmedabad,01-06-2015,77.22,118.12710293078135,9.56,15.47,7.02,71.97,185.0
152,Ahmedabad,02-06-2015,45.29,118.12710293078135,6.32,12.74,7.25,18.64,179.0
153,Ahmedabad,03-06-2015,103.78,118.12710293078135,15.27,13.9,6.36,7.76,211.0
154,Ahmedabad,04-06-2015,25.14,118.12710293078135,38.52,18.73,6.01,38.05,192.0
155,Ahmedabad,05-06-2015,87.03,118.12710293078135,48.22,17.88,8.05,23.84,310.0
156,Ahmedabad,06-06-2015,89.6,118.12710293078135,44.78,19.84,6.59,48.05,223.0
157,Ahmedabad,07-06-2015,80.69,118.12710293078135,32.65,16.07,6.86,39.85,192.0
158,Ahmedabad,08-06-2015,44.75,118.12710293078135,8.07,16.53,7.76,9.89,191.0
159,Ahmedabad,09-06-2015,38.11,118.12710293078135,6.69,11.62,7.41,3.13,184.0
160,Ahmedabad,10-06-2015,45.5,118.12710293078135,3.82,15.59,8.56,0.76,220.0
161,Ahmedabad,11-06-2015,36.98,118.12710293078135,5.17,11.52,8.21,0.52,215.0
162,Ahmedabad,12-06-2015,43.58,118.12710293078135,7.56,13.33,8.26,1.02,226.0
163,Ahmedabad,13-06-2015,45.49,118.12710293078135,2.94,14.91,9.63,0.81,251.0
164,Ahmedabad,14-06-2015,38.06,118.12710293078135,4.63,18.57,8.67,1.05,216.0
165,Ahmedabad,15-06-2015,45.41,118.12710293078135,4.5,20.55,9.35,0.74,237.0
166,Ahmedabad,16-06-2015,37.71,118.12710293078135,4.6,16.26,8.54,0.87,198.0
167,Ahmedabad,17-06-2015,32.37,118.12710293078135,12.17,14.36,7.53,2.17,195.0
168,Ahmedabad,18-06-2015,34.74,118.12710293078135,12.22,13.51,7.59,4.11,187.0
169,Ahmedabad,19-06-2015,32.56,118.12710293078135,11.85,13.91,7.34,4.04,181.0
170,Ahmedabad,20-06-2015,29.28,118.12710293078135,12.64,11.68,7.55,4.01,179.0
171,Ahmedabad,21-06-2015,20.46,118.12710293078135,12.7,10.61,7.15,5.62,188.0
172,Ahmedabad,22-06-2015,26.07,118.12710293078135,10.57,11.07,7.99,4.1,190.0
173,Ahmedabad,23-06-2015,21.43,118.12710293078135,7.38,11.16,7.45,4.99,185.0
174,Ahmedabad,24-06-2015,11.91,118.12710293078135,5.47,10.1,7.34,10.86,189.0
175,Ahmedabad,25-06-2015,57.75,118.12710293078135,3.06,9.68,8.68,12.28,196.0
176,Ahmedabad,26-06-2015,66.39,118.12710293078135,4.96,12.79,8.58,11.09,201.0
177,Ahmedabad,27-06-2015,62.61,118.12710293078135,6.44,9.83,9.15,12.31,231.0
178,Ahmedabad,28-06-2015,47.5,118.12710293078135,7.28,9.53,8.07,13.91,196.0
179,Ahmedabad,29-06-2015,111.8,118.12710293078135,5.99,11.51,9.23,5.27,220.0
180,Ahmedabad,30-06-2015,30.0,118.12710293078135,6.31,13.59,8.87,8.09,244.0
181,Ahmedabad,01-07-2015,4.66,118.12710293078135,6.38,10.9,9.01,7.31,223.0
182,Ahmedabad,02-07-2015,48.72,118.12710293078135,6.61,11.94,9.56,5.72,230.0
183,Ahmedabad,03-07-2015,49.7,118.12710293078135,6.42,9.81,9.43,6.78,243.0
184,Ahmedabad,04-07-2015,48.1,118.12710293078135,7.6,9.53,8.03,9.33,215.0
185,Ahmedabad,05-07-2015,47.43,118.12710293078135,7.08,9.45,8.11,7.93,199.0
186,Ahmedabad,06-07-2015,51.74,118.12710293078135,5.78,12.38,8.91,10.05,200.0
187,Ahmedabad,07-07-2015,42.68,118.12710293078135,4.44,11.08,9.74,10.87,226.0
188,Ahmedabad,08-07-2015,38.45,118.12710293078135,3.24,7.8,10.55,10.28,241.0
189,Ahmedabad,09-07-2015,46.69,118.12710293078135,5.76,0.17,11.48,10.25,222.0
190,Ahmedabad,10-07-2015,55.27,118.12710293078135,6.55,0.12,11.55,12.7,223.0
191,Ahmedabad,11-07-2015,149.03,118.12710293078135,7.27,0.16,11.49,10.07,248.0
192,Ahmedabad,12-07-2015,86.57,118.12710293078135,6.53,0.17,11.47,11.09,300.0
193,Ahmedabad,13-07-2015,111.77,118.12710293078135,4.67,0.24,11.3,7.73,232.0
194,Ahmedabad,14-07-2015,151.4,118.12710293078135,5.46,0.36,10.8,7.8,330.0
195,Ahmedabad,15-07-2015,51.35,118.12710293078135,5.76,2.69,8.0,10.0,223.0
196,Ahmedabad,16-07-2015,65.37,118.12710293078135,8.02,8.07,0.64,16.31,105.0
197,Ahmedabad,17-07-2015,56.28,118.12710293078135,6.2,8.02,0.6,18.93,101.0
198,Ahmedabad,18-07-2015,48.17,118.12710293078135,7.97,8.0,0.65,18.99,93.0
199,Ahmedabad,19-07-2015,33.56,118.12710293078135,10.18,7.89,0.72,11.28,67.0
200,Ahmedabad,20-07-2015,31.3,118.12710293078135,7.44,8.1,0.55,10.29,60.0
201,Ahmedabad,21-07-2015,48.12,118.12710293078135,6.3,7.9,0.67,1.28,166.4635814889336
202,Ahmedabad,22-07-2015,57.11,118.12710293078135,2.6,8.28,0.55,14.58,90.0
203,Ahmedabad,23-07-2015,34.72,118.12710293078135,4.87,9.73,0.1,13.62,78.0
204,Ahmedabad,24-07-2015,29.22,118.12710293078135,5.08,9.57,0.06,13.58,48.0
205,Ahmedabad,25-07-2015,29.79,118.12710293078135,5.34,8.64,0.14,15.11,53.0
206,Ahmedabad,26-07-2015,59.95,118.12710293078135,2.79,8.78,0.18,11.52,91.0
207,Ahmedabad,27-07-2015,19.2,118.12710293078135,4.61,9.45,1.52,11.23,70.0
208,Ahmedabad,28-07-2015,19.52,118.12710293078135,4.4,11.26,5.89,11.56,157.0
209,Ahmedabad,29-07-2015,35.16,118.12710293078135,3.67,10.89,5.75,14.7,158.0
210,Ahmedabad,30-07-2015,33.03,118.12710293078135,3.53,10.58,7.01,12.95,169.0
211,Ahmedabad,31-07-2015,40.95,118.12710293078135,3.38,10.47,6.92,19.8,174.0
212,Ahmedabad,01-08-2015,40.29,118.12710293078135,3.57,10.52,6.74,8.27,173.0
213,Ahmedabad,02-08-2015,41.16,118.12710293078135,3.69,10.51,6.91,13.48,172.0
214,Ahmedabad,03-08-2015,36.12,118.12710293078135,6.08,11.56,7.21,13.62,190.0
215,Ahmedabad,04-08-2015,28.51,118.12710293078135,7.65,20.52,6.69,5.69,171.0
216,Ahmedabad,05-08-2015,31.59,118.12710293078135,7.9,20.42,6.99,9.23,168.0
217,Ahmedabad,06-08-2015,42.56,118.12710293078135,9.86,20.4,7.17,6.28,172.0
218,Ahmedabad,07-08-2015,48.12,118.12710293078135,12.78,20.3,7.14,6.77,173.0
219,Ahmedabad,08-08-2015,37.09,118.12710293078135,7.94,20.21,7.22,8.66,175.0
220,Ahmedabad,09-08-2015,33.4,118.12710293078135,8.39,20.09,7.4,9.95,179.0
221,Ahmedabad,10-08-2015,38.64,118.12710293078135,6.28,20.21,7.35,9.74,174.0
222,Ahmedabad,11-08-2015,40.49,118.12710293078135,21.51,20.23,7.48,8.92,176.0
223,Ahmedabad,12-08-2015,41.37,118.12710293078135,19.8,20.2,7.47,11.73,179.0
224,Ahmedabad,13-08-2015,44.56,118.12710293078135,22.77,20.06,7.49,11.23,175.0
225,Ahmedabad,14-08-2015,65.68,118.12710293078135,30.21,19.94,7.57,8.21,177.0
226,Ahmedabad,15-08-2015,33.34,118.12710293078135,32.95,20.27,7.3,6.41,175.0
227,Ahmedabad,16-08-2015,39.17,118.12710293078135,26.64,20.24,7.35,9.17,174.0
228,Ahmedabad,17-08-2015,34.0,118.12710293078135,17.17,20.1,7.41,9.64,179.0
229,Ahmedabad,18-08-2015,36.38,118.12710293078135,13.35,20.14,7.31,10.65,177.0
230,Ahmedabad,19-08-2015,38.35,118.12710293078135,18.59,20.16,7.41,9.33,180.0
231,Ahmedabad,20-08-2015,38.5,118.12710293078135,16.33,19.67,12.38,10.37,274.0
232,Ahmedabad,21-08-2015,39.61,118.12710293078135,5.38,14.84,17.31,10.76,310.0
233,Ahmedabad,22-08-2015,61.79,118.12710293078135,8.06,14.82,17.24,12.39,303.0
234,Ahmedabad,23-08-2015,43.22,118.12710293078135,37.87,14.82,17.17,11.68,302.0
235,Ahmedabad,24-08-2015,33.41,118.12710293078135,86.83,14.86,17.12,12.96,302.0
236,Ahmedabad,25-08-2015,36.9,118.12710293078135,54.01,14.85,17.08,4.73,302.0
237,Ahmedabad,26-08-2015,36.36,118.12710293078135,77.3,14.79,17.11,8.86,302.0
238,Ahmedabad,27-08-2015,32.64,118.12710293078135,62.31,14.84,17.01,7.05,302.0
239,Ahmedabad,28-08-2015,38.23,118.12710293078135,55.94,14.89,17.07,10.9,302.0
240,Ahmedabad,29-08-2015,39.86,118.12710293078135,96.83,14.83,16.98,10.02,301.0
241,Ahmedabad,30-08-2015,72.74,118.12710293078135,99.03,14.84,17.04,4.23,302.0
242,Ahmedabad,31-08-2015,43.2,118.12710293078135,59.99,14.86,17.05,5.96,302.0
243,Ahmedabad,01-09-2015,63.2,118.12710293078135,7.57,14.82,17.03,3.69,302.0
244,Ahmedabad,02-09-2015,64.73,118.12710293078135,12.13,14.82,17.01,6.45,302.0
245,Ahmedabad,03-09-2015,65.28,118.12710293078135,18.2,14.85,17.04,6.13,301.0
246,Ahmedabad,04-09-2015,67.86,118.12710293078135,16.53,14.87,16.97,8.87,302.0
247,Ahmedabad,05-09-2015,52.4,118.12710293078135,22.55,14.81,16.97,9.89,301.0
248,Ahmedabad,06-09-2015,33.33,118.12710293078135,33.58,14.89,16.95,6.88,302.0
249,Ahmedabad,07-09-2015,29.52,118.12710293078135,40.65,14.88,16.94,8.56,301.0
250,Ahmedabad,08-09-2015,15.53,118.12710293078135,34.18,14.85,17.0,15.13,301.0
251,Ahmedabad,09-09-2015,57.51,118.12710293078135,15.39,50.9,16.31,8.73,166.4635814889336
252,Ahmedabad,10-09-2015,50.24,118.12710293078135,13.61,12.31,9.46,11.63,226.0
253,Ahmedabad,11-09-2015,61.77,118.12710293078135,18.69,15.43,8.68,8.1,276.0
254,Ahmedabad,12-09-2015,46.93,118.12710293078135,19.03,11.47,7.14,7.92,209.0
255,Ahmedabad,13-09-2015,43.01,118.12710293078135,20.59,9.96,6.82,11.58,179.0
256,Ahmedabad,14-09-2015,42.06,118.12710293078135,28.09,11.35,8.43,11.63,197.0
257,Ahmedabad,15-09-2015,44.94,118.12710293078135,59.38,10.94,7.14,5.85,229.0
258,Ahmedabad,16-09-2015,29.58,118.12710293078135,42.9,9.94,6.61,8.82,170.0
259,Ahmedabad,17-09-2015,32.15,118.12710293078135,39.02,9.7,6.5,9.2,164.0
260,Ahmedabad,18-09-2015,36.33,118.12710293078135,43.35,12.88,7.68,8.28,195.0
261,Ahmedabad,19-09-2015,24.46,118.12710293078135,44.55,10.99,8.45,12.59,220.0
262,Ahmedabad,20-09-2015,67.45057794890306,118.12710293078135,34.49143047551845,28.560659061126955,2.2485982090856145,14.53197725590996,166.4635814889336
263,Ahmedabad,21-09-2015,27.08,118.12710293078135,12.46,12.25,9.95,9.51,166.4635814889336
264,Ahmedabad,22-09-2015,59.29,118.12710293078135,7.69,9.68,9.21,5.98,217.0
265,Ahmedabad,23-09-2015,65.32,118.12710293078135,4.74,9.62,10.61,3.69,254.0
266,Ahmedabad,24-09-2015,47.39,118.12710293078135,7.71,10.48,9.26,7.72,241.0
267,Ahmedabad,25-09-2015,43.88,118.12710293078135,11.53,19.75,8.69,4.83,244.0
268,Ahmedabad,26-09-2015,28.35,118.12710293078135,15.95,13.62,9.05,7.47,243.0
269,Ahmedabad,27-09-2015,3.59,118.12710293078135,20.38,14.17,11.26,9.6,244.0
270,Ahmedabad,28-09-2015,3.04,118.12710293078135,30.05,21.5,16.31,13.73,327.0
271,Ahmedabad,29-09-2015,19.14,118.12710293078135,29.36,30.6,10.33,10.96,390.0
272,Ahmedabad,30-09-2015,69.12,118.12710293078135,28.45,32.41,8.85,15.63,231.0
273,Ahmedabad,01-10-2015,76.41,118.12710293078135,31.49,34.7,17.96,15.44,396.0
274,Ahmedabad,02-10-2015,102.49,118.12710293078135,24.85,37.85,33.31,27.32,731.0
275,Ahmedabad,03-10-2015,127.94,118.12710293078135,15.17,28.38,11.14,25.59,466.0
