,City,Date,PM2.5,PM10,O3,NO2,CO,SO2,AQI
13684,Gurugram,03-06-2019,102.4,118.12710293078135,127.57,32.04,0.4,8.31,223.0
13685,Gurugram,04-06-2019,82.26,118.12710293078135,123.48,40.61,0.3,5.53,234.0
13686,Gurugram,05-06-2019,97.05,118.12710293078135,98.07,36.79,0.37,8.6,208.0
13687,Gurugram,06-06-2019,111.57,118.12710293078135,91.53,31.9,0.34,11.42,244.0
13688,Gurugram,07-06-2019,74.03,118.12710293078135,112.5,32.51,0.32,2.86,253.0
13689,Gurugram,08-06-2019,77.37,118.12710293078135,98.28,33.05,0.36,6.26,214.0
13690,Gurugram,09-06-2019,116.43,118.12710293078135,75.74,35.37,0.28,9.1,233.0
13691,Gurugram,10-06-2019,119.32,118.12710293078135,73.24,48.79,0.36,11.73,289.0
13692,Gurugram,11-06-2019,224.58,118.12710293078135,38.56,50.08,0.29,9.99,348.0
13693,Gurugram,12-06-2019,104.68,118.12710293078135,104.93,47.97,0.35,10.07,327.0
13694,Gurugram,13-06-2019,70.6,205.0,59.11,41.29,0.5,5.74,186.0
13695,Gurugram,14-06-2019,65.3,180.99,57.99,31.68,0.58,4.8,150.0
13696,Gurugram,15-06-2019,83.99,265.03,51.57,8.52,0.11,7.62,185.0
13697,Gurugram,16-06-2019,58.55,199.07,59.95,9.43,0.84,12.93,206.0
13698,Gurugram,17-06-2019,44.04,118.12710293078135,59.92,9.47,0.8,9.46,104.0
13699,Gurugram,18-06-2019,42.37,118.12710293078135,106.55,9.46,0.53,13.73,141.0
13700,Gurugram,19-06-2019,72.25,118.12710293078135,110.44,10.23,0.68,5.45,166.4635814889336
13701,Gurugram,20-06-2019,45.75,118.12710293078135,86.95,9.77,0.28,13.69,177.0
13702,Gurugram,21-06-2019,79.0,118.12710293078135,71.53,8.05,0.24,8.1,152.0
13703,Gurugram,22-06-2019,66.3,118.12710293078135,99.79,6.59,0.26,8.85,190.0
13704,Gurugram,23-06-2019,54.89,107.63,73.16,64.06,0.47,6.89,137.0
13705,Gurugram,24-06-2019,30.48,75.2,42.18,80.01,0.55,4.67,90.0
13706,Gurugram,25-06-2019,47.46,109.61,58.79,70.85,0.52,14.53197725590996,108.0
13707,Gurugram,26-06-2019,66.91,130.33,45.38,50.2,0.57,4.33,123.0
13708,Gurugram,27-06-2019,81.9,223.52,52.55,29.93,0.49,5.65,150.0
13709,Gurugram,28-06-2019,72.48,230.82,47.31,27.17,0.44,8.7,182.0
13710,Gurugram,29-06-2019,78.64,264.71,41.72,27.81,0.44,9.47,191.0
13711,Gurugram,30-06-2019,85.29,294.66,46.52,26.61,0.5,8.28,222.0
13712,Gurugram,01-07-2019,66.52,215.41,49.54,26.75,0.48,7.76,173.0
13713,Gurugram,02-07-2019,93.12,277.55,79.6,21.77,0.56,10.52,196.0
13714,Gurugram,03-07-2019,48.85,111.72,36.88,10.34,0.56,7.16,166.0
13715,Gurugram,04-07-2019,37.9,76.43,22.0,13.04,0.6,10.17,74.0
13716,Gurugram,05-07-2019,41.09,60.31,18.77,7.74,0.58,10.15,68.0
13717,Gurugram,06-07-2019,39.12,61.39,30.58,9.63,0.57,7.66,66.0
13718,Gurugram,07-07-2019,45.29,79.65,33.54,13.39,0.55,6.84,72.0
13719,Gurugram,08-07-2019,57.24,126.94,29.77,13.41,0.6,7.45,92.0
13720,Gurugram,09-07-2019,60.89,223.74,19.4,10.43,0.54,6.57,101.0
13721,Gurugram,10-07-2019,81.39,277.24,23.4,9.62,0.53,7.01,129.0
13722,Gurugram,11-07-2019,101.83,327.81,27.49,9.77,0.49,7.17,258.0
13723,Gurugram,12-07-2019,92.47,196.26,23.85,9.28,0.51,8.86,238.0
13724,Gurugram,13-07-2019,85.36,201.93,27.07,10.24,0.45,10.61,197.0
13725,Gurugram,14-07-2019,99.31,268.94,32.3,9.71,0.37,9.41,199.0
13726,Gurugram,15-07-2019,63.38,170.31,36.03,14.76,0.33,6.47,192.0
13727,Gurugram,16-07-2019,47.43,88.05,54.19,9.66,0.48,7.5,135.0
13728,Gurugram,17-07-2019,31.41,67.29,26.52,10.37,0.45,10.72,73.0
13729,Gurugram,18-07-2019,30.89,52.47,22.27,10.91,0.45,12.24,67.0
13730,Gurugram,19-07-2019,68.38,122.84,26.61,15.46,0.44,12.69,80.0
13731,Gurugram,20-07-2019,45.04,71.07,26.71,19.17,0.32,14.32,130.0
13732,Gurugram,21-07-2019,44.74,85.8,33.8,17.04,0.48,14.79,88.0
13733,Gurugram,22-07-2019,47.85,71.8,47.05,11.46,0.53,14.1,108.0
13734,Gurugram,23-07-2019,42.36,117.66,62.77,8.72,0.53,12.6,109.0
13735,Gurugram,24-07-2019,54.71,105.22,62.49,8.8,0.5,9.46,133.0
13736,Gurugram,25-07-2019,26.59,36.03,24.59,21.33,0.45,8.48,64.0
13737,Gurugram,26-07-2019,37.1,27.88,10.08,11.59,0.48,6.39,61.0
13738,Gurugram,27-07-2019,26.58,34.06,20.75,8.68,0.49,5.29,72.0
13739,Gurugram,28-07-2019,16.85,37.3,32.22,7.95,0.52,13.54,45.0
13740,Gurugram,29-07-2019,22.51,50.72,27.14,6.82,0.52,13.99,43.0
13741,Gurugram,30-07-2019,24.52,68.42,28.63,7.25,0.56,16.39,50.0
13742,Gurugram,31-07-2019,28.42,65.02,34.68,7.51,0.5,16.08,58.0
13743,Gurugram,01-08-2019,33.71,68.35,34.48,8.5,0.51,14.92,61.0
13744,Gurugram,02-08-2019,32.03,82.08,27.73,7.11,0.57,19.18,64.0
13745,Gurugram,03-08-2019,33.8,69.44,23.44,9.7,0.54,22.78,72.0
13746,Gurugram,04-08-2019,50.36,69.56,25.24,15.44,0.51,21.66,72.0
13747,Gurugram,05-08-2019,46.78,46.66,26.75,9.98,0.49,20.21,69.0
13748,Gurugram,06-08-2019,25.31,49.91,16.37,7.81,0.51,10.97,71.0
13749,Gurugram,07-08-2019,22.4,60.25,22.32,9.79,0.53,10.48,46.0
13750,Gurugram,08-08-2019,20.7,70.47,22.44,9.7,0.48,13.48,51.0
13751,Gurugram,09-08-2019,26.31,56.92,31.92,16.8,0.4,5.93,54.0
13752,Gurugram,10-08-2019,21.99,51.94,30.76,18.23,0.34,5.25,52.0
13753,Gurugram,11-08-2019,16.25,34.19,29.17,6.99,0.42,10.23,38.0
13754,Gurugram,12-08-2019,30.32,64.5,27.38,7.5,0.45,7.09,48.0
13755,Gurugram,13-08-2019,21.54,60.09,26.48,7.46,0.43,7.85,60.0
13756,Gurugram,14-08-2019,24.24,51.71,33.82,7.31,0.47,8.4,55.0
13757,Gurugram,15-08-2019,22.15,56.79,29.88,7.53,0.48,7.31,53.0
13758,Gurugram,16-08-2019,14.18,38.87,28.9,6.9,0.43,14.53197725590996,41.0
13759,Gurugram,17-08-2019,39.18,39.61,22.75,10.97,0.39,72.13,55.0
13760,Gurugram,18-08-2019,20.51,118.12710293078135,25.48,4.42,0.4,68.08,49.0
13761,Gurugram,19-08-2019,38.02,117.61,27.8,6.77,0.43,70.4,51.0
13762,Gurugram,20-08-2019,46.61,100.63,29.39,11.76,0.64,77.57,85.0
13763,Gurugram,21-08-2019,52.07,153.43,31.7,11.54,0.6,89.91,117.0
13764,Gurugram,22-08-2019,46.94,117.96,23.62,8.98,0.43,44.16,107.0
13765,Gurugram,23-08-2019,62.81,118.12710293078135,15.35,5.03,0.27,6.06,96.0
13766,Gurugram,24-08-2019,63.79,118.12710293078135,36.34,4.81,0.3,56.13,115.0
13767,Gurugram,25-08-2019,36.17,118.12710293078135,28.31,4.98,0.31,44.37,87.0
13768,Gurugram,26-08-2019,26.29,118.12710293078135,27.54,5.51,0.32,26.68,53.0
13769,Gurugram,27-08-2019,29.99,76.8,33.53,6.37,0.36,14.22,55.0
13770,Gurugram,28-08-2019,35.45,83.05,33.95,7.67,0.43,17.95,69.0
13771,Gurugram,29-08-2019,37.09,81.47,32.09,7.47,0.43,18.97,73.0
13772,Gurugram,30-08-2019,37.16,52.55,27.47,7.46,0.43,22.58,59.0
13773,Gurugram,31-08-2019,48.42,91.49,36.29,7.85,0.47,17.93,74.0
13774,Gurugram,01-09-2019,28.57,12.48,29.59,7.66,0.49,14.93,72.0
13775,Gurugram,02-09-2019,42.78,10.0,35.53,7.8,0.54,15.27,66.0
13776,Gurugram,03-09-2019,76.15,24.94,37.42,9.61,0.62,15.04,122.0
13777,Gurugram,04-09-2019,76.65,142.29,34.66,8.51,0.55,16.12,156.0
13778,Gurugram,05-09-2019,30.99,77.31,27.08,7.61,0.48,15.59,104.0
13779,Gurugram,06-09-2019,32.93,82.21,25.25,7.92,0.48,16.36,67.0
13780,Gurugram,07-09-2019,29.49,68.99,22.34,7.7,0.47,13.01,60.0
13781,Gurugram,08-09-2019,30.78,71.93,36.4,7.54,0.47,15.01,96.0
13782,Gurugram,09-09-2019,51.34,102.22,29.69,8.03,0.52,13.94,76.0
13783,Gurugram,10-09-2019,75.84,151.93,47.73,8.48,0.61,13.93,118.0
13784,Gurugram,11-09-2019,80.6,166.53,39.01,8.79,0.61,13.79,167.0
13785,Gurugram,12-09-2019,65.41,118.66,32.4,14.65,1.07,14.48,165.0
13786,Gurugram,13-09-2019,34.04,78.87,24.44,14.43,1.53,13.63,89.0
13787,Gurugram,14-09-2019,26.72,67.98,29.66,7.13,1.54,14.11,83.0
13788,Gurugram,15-09-2019,30.04,60.84,29.3,6.7,1.58,13.09,85.0
13789,Gurugram,16-09-2019,47.23,99.88,32.0,10.58,1.73,12.37,91.0
13790,Gurugram,17-09-2019,58.53,124.72,38.11,7.66,1.77,10.49,112.0
13791,Gurugram,18-09-2019,37.12,84.63,34.61,6.5,1.72,9.84,95.0
13792,Gurugram,19-09-2019,22.7,54.11,24.05,5.55,1.68,10.55,82.0
13793,Gurugram,20-09-2019,33.35,76.93,16.88,6.76,1.73,9.97,82.0
13794,Gurugram,21-09-2019,33.01,92.36,19.62,10.52,1.69,10.22,85.0
13795,Gurugram,22-09-2019,14.92,29.6,15.38,6.06,1.15,9.89,62.0
13796,Gurugram,23-09-2019,25.25,65.37,22.41,7.34,1.74,10.1,72.0
13797,Gurugram,24-09-2019,32.94,71.62,18.54,7.82,1.73,9.72,82.0
13798,Gurugram,25-09-2019,32.22,82.06,21.18,9.46,1.67,10.38,83.0
13799,Gurugram,26-09-2019,29.44,94.74,14.4,9.29,1.09,9.33,75.0
13800,Gurugram,27-09-2019,14.65,45.27,13.83,11.12,0.72,9.57,54.0
13801,Gurugram,28-09-2019,16.17,51.58,13.44,13.12,0.81,10.48,59.0
13802,Gurugram,29-09-2019,14.56,42.51,20.21,14.35,0.68,16.94,49.0
13803,Gurugram,30-09-2019,23.99,61.95,17.29,13.56,0.53,10.09,48.0
13804,Gurugram,01-10-2019,33.82,75.21,19.0,14.64,0.65,9.95,76.0
13805,Gurugram,02-10-2019,38.05,84.2,35.98,21.9,0.98,10.12,89.0
13806,Gurugram,03-10-2019,51.55,52.26,33.35,21.43,0.99,9.61,98.0
13807,Gurugram,04-10-2019,37.82,128.94,39.72,13.84,1.02,3.4,97.0
13808,Gurugram,05-10-2019,32.53,48.34,42.46,28.76,1.08,4.53,86.0
13809,Gurugram,06-10-2019,47.85,73.05,49.04,24.73,1.16,3.42,96.0
13810,Gurugram,07-10-2019,50.21,86.44,50.44,12.28,0.97,3.5,91.0
13811,Gurugram,08-10-2019,38.26,65.49,55.95,10.01,0.54,4.16,95.0
13812,Gurugram,09-10-2019,70.44,118.12710293078135,36.55,31.37,1.21,2.43,108.0
13813,Gurugram,10-10-2019,83.57,118.12710293078135,50.07,56.19,1.35,3.04,153.0
13814,Gurugram,11-10-2019,83.09,118.12710293078135,54.08,29.19,0.93,2.41,192.0
13815,Gurugram,12-10-2019,79.53,139.69,57.26,13.11,1.54,2.07,172.0
13816,Gurugram,13-10-2019,98.05,186.3,47.24,22.8,2.55,2.06,188.0
13817,Gurugram,14-10-2019,102.26,210.65,45.54,45.65,2.65,4.75,241.0
13818,Gurugram,15-10-2019,109.04,205.28,47.62,51.69,2.58,3.16,254.0
13819,Gurugram,16-10-2019,137.78,261.97,50.6,47.39,2.27,1.9,291.0
13820,Gurugram,17-10-2019,114.03,217.06,52.32,28.53,2.26,3.07,289.0
13821,Gurugram,18-10-2019,107.55,197.17,48.88,22.28,2.38,3.5,295.0
13822,Gurugram,19-10-2019,72.1,170.46,55.13,43.65,1.91,2.52,165.0
13823,Gurugram,20-10-2019,92.64,180.87,40.47,32.44,2.01,2.92,223.0
13824,Gurugram,21-10-2019,109.34,205.75,42.63,33.32,2.1,2.1,225.0
13825,Gurugram,22-10-2019,92.44,190.02,38.25,39.74,1.59,2.13,232.0
13826,Gurugram,23-10-2019,108.48,229.29,37.95,43.84,0.85,4.29,223.0
13827,Gurugram,24-10-2019,151.69,249.81,47.8,59.89,1.81,35.59,292.0
13828,Gurugram,25-10-2019,117.64,206.1,57.02,45.54,0.98,35.03,308.0
13829,Gurugram,26-10-2019,118.89,212.16,44.97,39.52,0.89,11.3,272.0
13830,Gurugram,27-10-2019,170.87,219.37,50.71,35.42,0.86,10.4,311.0
13831,Gurugram,28-10-2019,258.67,355.98,46.49,34.53,1.33,50.62,396.0
13832,Gurugram,29-10-2019,217.34,344.33,27.04,42.1,1.44,11.12,375.0
13833,Gurugram,30-10-2019,216.4,361.77,32.35,43.74,1.35,14.56,369.0
13834,Gurugram,31-10-2019,231.37,369.65,35.38,46.69,1.69,21.81,374.0
13835,Gurugram,01-11-2019,394.28,581.44,41.66,58.23,1.92,27.89,476.0
13836,Gurugram,02-11-2019,314.82,491.79,20.41,39.28,1.43,17.94,431.0
13837,Gurugram,03-11-2019,473.51,651.05,13.47,34.57,1.78,15.13,607.0
13838,Gurugram,04-11-2019,219.51,319.29,21.81,33.71,0.92,18.77,448.0
13839,Gurugram,05-11-2019,152.59,244.2,27.86,33.7,0.75,14.77,360.0
13840,Gurugram,06-11-2019,93.32,158.87,32.48,40.46,0.66,17.05,221.0
13841,Gurugram,07-11-2019,160.41,279.95,19.44,45.65,0.77,8.58,280.0
13842,Gurugram,08-11-2019,157.05,255.53,26.65,45.85,1.17,0.21,335.0
13843,Gurugram,09-11-2019,128.98,214.16,23.92,34.22,0.82,4.53,316.0
13844,Gurugram,10-11-2019,157.5,256.26,30.41,33.07,0.77,11.01,300.0
13845,Gurugram,11-11-2019,210.54,330.45,32.4,46.43,1.18,8.95,340.0
13846,Gurugram,12-11-2019,350.49,481.04,35.2,60.71,1.79,1.71,425.0
13847,Gurugram,13-11-2019,388.11,513.91,32.69,78.03,2.09,3.01,502.0
13848,Gurugram,14-11-2019,361.14,573.72,24.67,80.51,2.34,11.93,488.0
13849,Gurugram,15-11-2019,435.04,638.62,50.9,59.63,1.94,34.95,548.0
13850,Gurugram,16-11-2019,171.39,299.85,38.4,40.67,1.09,38.3,434.0
13851,Gurugram,17-11-2019,69.43,124.7,35.4,33.71,0.53,31.52,244.0
13852,Gurugram,18-11-2019,70.95,111.61,42.12,34.47,0.68,21.46,142.0
13853,Gurugram,19-11-2019,86.86,152.86,33.71,47.48,0.94,26.14,148.0
13854,Gurugram,20-11-2019,118.97,193.65,44.37,55.23,1.38,40.95,223.0
13855,Gurugram,21-11-2019,155.84,260.27,47.46,59.04,1.82,41.95,318.0
13856,Gurugram,22-11-2019,164.7,279.87,44.57,70.43,2.01,36.62,331.0
13857,Gurugram,23-11-2019,115.05,201.36,34.2,47.16,0.89,20.42,305.0
13858,Gurugram,24-11-2019,105.21,178.86,47.76,35.04,0.71,21.78,234.0
13859,Gurugram,25-11-2019,102.12,177.95,35.98,54.7,1.23,21.4,236.0
13860,Gurugram,26-11-2019,99.75,189.47,30.19,54.34,1.09,12.02,244.0
13861,Gurugram,27-11-2019,61.45,121.15,31.37,50.09,0.78,8.42,123.0
13862,Gurugram,28-11-2019,33.78,66.95,35.71,35.91,0.5,3.73,97.0
13863,Gurugram,29-11-2019,44.89,107.1,27.64,46.33,0.79,6.94,73.0
13864,Gurugram,30-11-2019,60.83,127.45,26.31,35.83,0.88,8.78,103.0
13865,Gurugram,01-12-2019,76.17,143.66,34.45,41.25,0.81,8.13,148.0
13866,Gurugram,02-12-2019,97.16,180.59,34.14,44.59,0.93,7.61,187.0
13867,Gurugram,03-12-2019,112.58,198.47,38.16,54.1,0.97,4.56,265.0
13868,Gurugram,04-12-2019,125.0,212.55,38.59,59.0,1.35,6.87,280.0
13869,Gurugram,05-12-2019,198.13,296.79,44.68,67.56,2.11,8.38,331.0
13870,Gurugram,06-12-2019,222.5,364.36,36.28,57.37,2.01,2.61,381.0
13871,Gurugram,07-12-2019,208.98,343.16,34.34,55.07,1.89,1.53,369.0
13872,Gurugram,08-12-2019,205.7,315.4,34.74,50.18,2.07,0.92,373.0
13873,Gurugram,09-12-2019,173.25,265.85,33.01,53.81,2.16,27.89,350.0
13874,Gurugram,10-12-2019,192.51,299.38,35.58,60.68,2.6,66.06,347.0
13875,Gurugram,11-12-2019,228.57,342.42,39.18,55.31,2.56,71.45,369.0
13876,Gurugram,12-12-2019,223.29,359.8,40.94,56.89,1.84,54.08,391.0
13877,Gurugram,13-12-2019,65.04,92.12,22.46,40.18,1.14,25.3,250.0
13878,Gurugram,14-12-2019,59.76,102.19,21.17,28.97,1.23,26.89,97.0
13879,Gurugram,15-12-2019,76.17,143.09,25.94,28.44,1.07,27.74,144.0
13880,Gurugram,16-12-2019,63.2,106.03,25.34,22.09,0.96,20.02,136.0
13881,Gurugram,17-12-2019,65.24,115.4,27.62,19.26,1.14,21.42,111.0
13882,Gurugram,18-12-2019,93.92,188.12,31.24,28.71,1.41,31.97,168.0
13883,Gurugram,19-12-2019,168.88,285.04,28.39,35.26,2.11,64.78,282.0
13884,Gurugram,20-12-2019,188.91,360.69,31.68,49.46,2.07,43.23,342.0
13885,Gurugram,21-12-2019,164.47,324.47,23.62,44.51,2.02,22.78,352.0
13886,Gurugram,22-12-2019,99.82,183.92,23.49,29.66,1.48,14.78,281.0
13887,Gurugram,23-12-2019,113.74,220.82,26.71,28.13,1.49,14.82,228.0
13888,Gurugram,24-12-2019,186.27,422.12,29.28,46.67,2.04,22.91,303.0
13889,Gurugram,25-12-2019,109.59,226.93,21.96,27.24,1.45,11.71,317.0
13890,Gurugram,26-12-2019,152.56,332.22,23.43,27.14,1.53,17.07,272.0
13891,Gurugram,27-12-2019,161.19,319.08,29.85,36.03,1.73,16.78,334.0
13892,Gurugram,28-12-2019,203.81,398.43,26.6,29.88,2.26,19.97,351.0
13893,Gurugram,29-12-2019,260.02,533.71,31.52,47.92,2.55,22.79,389.0
13894,Gurugram,30-12-2019,201.74,384.26,24.64,35.93,3.17,15.63,423.0
13895,Gurugram,31-12-2019,175.66,282.1,28.33,28.03,2.03,9.83,341.0
13896,Gurugram,01-01-2020,296.06,357.72,39.32,30.83,3.7,16.5,429.0
13897,Gurugram,02-01-2020,271.49,281.71,30.0,41.86,4.07,19.11,419.0
13898,Gurugram,03-01-2020,183.81,216.52,17.93,42.51,3.23,3.52,390.0
13899,Gurugram,04-01-2020,152.96,218.37,20.99,38.85,2.38,5.69,308.0
13900,Gurugram,05-01-2020,144.74,233.92,26.11,38.35,2.03,5.0,326.0
13901,Gurugram,06-01-2020,133.68,201.3,14.87,49.18,1.87,7.5,315.0
13902,Gurugram,07-01-2020,89.97,140.0,19.03,36.67,1.52,7.0,234.0
13903,Gurugram,08-01-2020,88.95,123.2,9.61,37.6,1.75,8.97,198.0
13904,Gurugram,09-01-2020,66.14,101.18,20.76,20.39,1.48,7.49,160.0
13905,Gurugram,10-01-2020,89.87,147.3,28.33,30.44,1.76,6.89,160.0
13906,Gurugram,11-01-2020,108.44,179.38,32.18,37.59,1.78,6.35,242.0
13907,Gurugram,12-01-2020,151.11,243.8,28.24,38.54,2.29,7.12,311.0
13908,Gurugram,13-01-2020,161.63,241.22,24.61,39.59,2.08,6.02,328.0
13909,Gurugram,14-01-2020,75.89,119.57,18.3,26.1,1.4,7.33,244.0
13910,Gurugram,15-01-2020,90.38,162.36,20.05,34.76,1.28,8.04,174.0
13911,Gurugram,16-01-2020,117.82,188.91,10.41,26.9,1.44,7.02,247.0
13912,Gurugram,17-01-2020,79.88,127.02,15.35,23.97,1.38,8.26,259.0
13913,Gurugram,18-01-2020,93.89,159.55,20.46,33.25,1.68,8.48,176.0
13914,Gurugram,19-01-2020,92.62,159.19,39.73,22.03,1.16,7.12,214.0
13915,Gurugram,20-01-2020,85.13,161.08,31.63,23.24,1.3,8.68,175.0
13916,Gurugram,21-01-2020,131.03,222.54,30.6,31.26,1.65,7.22,276.0
13917,Gurugram,22-01-2020,130.93,216.6,26.71,33.45,2.17,7.38,313.0
13918,Gurugram,23-01-2020,56.38,92.62,44.71,28.6,0.87,7.5,193.0
13919,Gurugram,24-01-2020,51.22,92.58,57.14,28.98,0.97,8.29,102.0
13920,Gurugram,25-01-2020,84.59,161.1,41.64,38.66,1.7,9.3,138.0
13921,Gurugram,26-01-2020,132.02,232.16,28.19,35.27,2.29,7.79,289.0
13922,Gurugram,27-01-2020,117.46,200.66,18.13,43.56,1.89,7.24,280.0
13923,Gurugram,28-01-2020,93.01,164.64,17.76,36.2,1.35,7.97,245.0
13924,Gurugram,29-01-2020,47.0,90.49,23.66,29.88,1.23,8.92,140.0
13925,Gurugram,30-01-2020,63.71,130.06,23.65,30.2,1.4,8.39,112.0
13926,Gurugram,31-01-2020,62.07,127.12,27.43,31.13,1.42,8.79,112.0
13927,Gurugram,01-02-2020,79.58,162.58,25.48,35.77,2.18,9.06,159.0
13928,Gurugram,02-02-2020,71.37,137.94,28.89,24.32,2.04,8.29,144.0
13929,Gurugram,03-02-2020,87.41,182.76,28.47,29.87,2.23,9.01,174.0
13930,Gurugram,04-02-2020,100.75,181.95,26.02,34.16,2.33,8.7,216.0
13931,Gurugram,05-02-2020,118.41,228.69,39.12,28.99,2.39,8.26,285.0
13932,Gurugram,06-02-2020,79.42,169.37,44.36,26.08,1.76,7.58,198.0
13933,Gurugram,07-02-2020,120.12,230.34,43.74,32.6,2.33,9.26,245.0
13934,Gurugram,08-02-2020,104.96,210.84,52.62,26.63,1.6,8.15,260.0
13935,Gurugram,09-02-2020,105.04,199.79,50.82,27.22,1.71,8.6,254.0
13936,Gurugram,10-02-2020,130.89,256.86,45.46,27.42,2.2,9.13,275.0
13937,Gurugram,11-02-2020,145.57,249.19,41.76,25.02,2.75,9.72,316.0
13938,Gurugram,12-02-2020,130.82,284.78,52.01,21.34,1.87,8.86,302.0
13939,Gurugram,13-02-2020,63.78,123.14,59.5,15.8,1.17,11.56,190.0
13940,Gurugram,14-02-2020,64.17,134.91,60.62,12.87,1.38,11.53,128.0
13941,Gurugram,15-02-2020,50.24,112.08,41.7,14.87,1.42,11.74,130.0
13942,Gurugram,16-02-2020,93.15,185.61,36.29,21.86,1.91,12.36,182.0
13943,Gurugram,17-02-2020,105.65,228.3,25.93,26.62,2.34,11.63,256.0
13944,Gurugram,18-02-2020,69.82,166.21,23.02,25.16,1.89,11.29,165.0
13945,Gurugram,19-02-2020,83.56,166.82,28.43,22.08,1.88,11.93,181.0
13946,Gurugram,20-02-2020,85.97,173.5,62.28,16.77,1.67,10.66,170.0
13947,Gurugram,21-02-2020,49.47,79.23,37.34,13.52,1.82,11.28,145.0
13948,Gurugram,22-02-2020,59.08,96.42,26.27,15.42,1.67,6.43,94.0
13949,Gurugram,23-02-2020,95.42,167.11,30.42,23.87,1.82,3.11,187.0
13950,Gurugram,24-02-2020,66.85,126.64,37.23,20.6,1.24,4.51,144.0
13951,Gurugram,25-02-2020,92.36,206.09,32.57,25.61,1.29,7.35,183.0
13952,Gurugram,26-02-2020,108.36,231.82,33.78,28.0,1.53,10.37,241.0
13953,Gurugram,27-02-2020,86.84,158.92,33.45,31.91,1.17,8.51,206.0
13954,Gurugram,28-02-2020,71.0,130.39,57.46,27.01,1.27,5.84,160.0
13955,Gurugram,29-02-2020,55.87,102.76,54.76,23.0,1.26,3.91,127.0
13956,Gurugram,01-03-2020,24.29,50.03,58.03,26.97,1.07,2.9,115.0
13957,Gurugram,02-03-2020,73.57,139.73,45.68,35.93,1.68,6.95,136.0
13958,Gurugram,03-03-2020,80.0,177.56,39.54,40.4,1.97,7.88,175.0
13959,Gurugram,04-03-2020,71.23,148.75,44.57,35.37,1.69,5.35,154.0
13960,Gurugram,05-03-2020,32.0,57.05,51.61,28.84,1.16,4.8,104.0
13961,Gurugram,06-03-2020,19.52,32.59,47.23,27.15,1.06,12.3,95.0
13962,Gurugram,07-03-2020,35.82,67.45,38.14,27.52,0.97,16.04,79.0
13963,Gurugram,08-03-2020,56.58,107.07,35.2,28.16,0.97,17.83,115.0
13964,Gurugram,09-03-2020,62.38,112.32,42.54,23.13,0.77,15.82,117.0
13965,Gurugram,10-03-2020,75.88,144.37,53.14,25.83,0.92,16.29,160.0
13966,Gurugram,11-03-2020,52.61,100.26,58.4,25.06,0.89,14.62,114.0
13967,Gurugram,12-03-2020,50.17,139.66,40.31,30.02,0.88,13.28,115.0
13968,Gurugram,13-03-2020,60.57,182.58,40.26,30.6,0.84,12.68,134.0
13969,Gurugram,14-03-2020,43.92,99.84,38.98,25.9,0.82,14.36,118.0
13970,Gurugram,15-03-2020,57.48,137.62,50.33,27.24,0.97,15.87,119.0
13971,Gurugram,16-03-2020,73.26,152.93,47.56,24.94,1.06,15.9,155.0
13972,Gurugram,17-03-2020,76.84,169.8,52.03,25.66,1.18,19.73,181.0
13973,Gurugram,18-03-2020,84.93,191.47,46.04,30.5,1.28,19.43,178.0
13974,Gurugram,19-03-2020,80.27,200.51,50.39,28.31,1.23,19.95,175.0
13975,Gurugram,20-03-2020,85.31,183.37,60.03,18.07,1.11,15.81,176.0
13976,Gurugram,21-03-2020,58.09,129.3,57.23,16.63,0.88,16.66,154.0
13977,Gurugram,22-03-2020,85.87,150.43,55.11,19.83,1.13,17.25,168.0
13978,Gurugram,23-03-2020,51.38,103.56,50.47,15.96,0.81,18.26,124.0
13979,Gurugram,24-03-2020,61.21,113.66,43.6,17.61,0.97,16.44,122.0
13980,Gurugram,25-03-2020,31.83,60.71,38.79,15.06,0.75,16.27,86.0
13981,Gurugram,26-03-2020,31.27,65.28,36.85,15.96,0.56,16.42,65.0
13982,Gurugram,27-03-2020,20.82,41.61,38.52,14.19,0.54,15.31,59.0
13983,Gurugram,28-03-2020,17.59,35.7,42.37,14.65,0.49,14.77,62.0
13984,Gurugram,29-03-2020,23.65,56.89,54.46,13.75,0.5,18.73,68.0
13985,Gurugram,30-03-2020,32.0,57.58,58.39,12.76,0.55,18.56,80.0
13986,Gurugram,31-03-2020,30.71,57.22,63.43,13.39,0.52,17.01,80.0
13987,Gurugram,01-04-2020,27.84,55.37,54.79,14.94,0.55,15.91,81.0
13988,Gurugram,02-04-2020,28.93,59.79,61.46,16.0,0.52,15.97,81.0
13989,Gurugram,03-04-2020,27.11,48.38,66.52,12.75,0.47,15.3,95.0
13990,Gurugram,04-04-2020,34.18,61.47,58.64,12.52,0.52,14.86,93.0
13991,Gurugram,05-04-2020,49.7,87.4,53.97,15.9,0.69,15.2,99.0
13992,Gurugram,06-04-2020,52.7,94.54,54.3,14.5,0.65,15.57,106.0
13993,Gurugram,07-04-2020,31.8,86.25,61.31,11.95,0.43,14.66,94.0
13994,Gurugram,08-04-2020,28.04,79.84,62.85,10.94,0.42,14.11,96.0
13995,Gurugram,09-04-2020,31.68,68.97,67.87,12.14,0.47,14.14,101.0
13996,Gurugram,10-04-2020,49.34,96.26,50.44,18.33,0.68,14.23,105.0
13997,Gurugram,11-04-2020,51.41,103.83,60.63,18.3,0.81,14.52,127.0
